id,1.age,age,1.gender,2.isDisorders,2.disorders,3.correctedVision1,virtualChinrestStart.view_dist_mm,virtualChinrestStart.scale_factor,virtualChinrestEnd.view_dist_mm,virtualChinrestEnd.scale_factor,visualAcuity.0.vaValue,visualAcuity.0.isFreeStimulation,visualAcuity.0.rightAnswer,visualAcuity.0.answer,visualAcuity.0.rt,visualAcuity.1.vaValue,visualAcuity.1.isFreeStimulation,visualAcuity.1.rightAnswer,visualAcuity.1.answer,visualAcuity.1.rt,visualAcuity.2.vaValue,visualAcuity.2.isFreeStimulation,visualAcuity.2.rightAnswer,visualAcuity.2.answer,visualAcuity.2.rt,visualAcuity.3.vaValue,visualAcuity.3.isFreeStimulation,visualAcuity.3.rightAnswer,visualAcuity.3.answer,visualAcuity.3.rt,visualAcuity.4.vaValue,visualAcuity.4.isFreeStimulation,visualAcuity.4.rightAnswer,visualAcuity.4.answer,visualAcuity.4.rt,visualAcuity.5.vaValue,visualAcuity.5.isFreeStimulation,visualAcuity.5.rightAnswer,visualAcuity.5.answer,visualAcuity.5.rt,visualAcuity.6.vaValue,visualAcuity.6.isFreeStimulation,visualAcuity.6.rightAnswer,visualAcuity.6.answer,visualAcuity.6.rt,visualAcuity.7.vaValue,visualAcuity.7.isFreeStimulation,visualAcuity.7.rightAnswer,visualAcuity.7.answer,visualAcuity.7.rt,visualAcuity.8.vaValue,visualAcuity.8.isFreeStimulation,visualAcuity.8.rightAnswer,visualAcuity.8.answer,visualAcuity.8.rt,visualAcuity.9.vaValue,visualAcuity.9.isFreeStimulation,visualAcuity.9.rightAnswer,visualAcuity.9.answer,visualAcuity.9.rt,visualAcuity.10.vaValue,visualAcuity.10.isFreeStimulation,visualAcuity.10.rightAnswer,visualAcuity.10.answer,visualAcuity.10.rt,visualAcuity.11.vaValue,visualAcuity.11.isFreeStimulation,visualAcuity.11.rightAnswer,visualAcuity.11.answer,visualAcuity.11.rt,visualAcuity.12.vaValue,visualAcuity.12.isFreeStimulation,visualAcuity.12.rightAnswer,visualAcuity.12.answer,visualAcuity.12.rt,visualAcuity.13.vaValue,visualAcuity.13.isFreeStimulation,visualAcuity.13.rightAnswer,visualAcuity.13.answer,visualAcuity.13.rt,visualAcuity.14.vaValue,visualAcuity.14.isFreeStimulation,visualAcuity.14.rightAnswer,visualAcuity.14.answer,visualAcuity.14.rt,visualAcuity.15.vaValue,visualAcuity.15.isFreeStimulation,visualAcuity.15.rightAnswer,visualAcuity.15.answer,visualAcuity.15.rt,visualAcuity.16.vaValue,visualAcuity.16.isFreeStimulation,visualAcuity.16.rightAnswer,visualAcuity.16.answer,visualAcuity.16.rt,visualAcuity.17.vaValue,visualAcuity.17.isFreeStimulation,visualAcuity.17.rightAnswer,visualAcuity.17.answer,visualAcuity.17.rt,visualAcuity.18.vaValue,visualAcuity.18.isFreeStimulation,visualAcuity.18.rightAnswer,visualAcuity.18.answer,visualAcuity.18.rt,visualAcuity.19.vaValue,visualAcuity.19.isFreeStimulation,visualAcuity.19.rightAnswer,visualAcuity.19.answer,visualAcuity.19.rt,visualAcuity.20.vaValue,visualAcuity.20.isFreeStimulation,visualAcuity.20.rightAnswer,visualAcuity.20.answer,visualAcuity.20.rt,visualAcuity.21.vaValue,visualAcuity.21.isFreeStimulation,visualAcuity.21.rightAnswer,visualAcuity.21.answer,visualAcuity.21.rt,visualAcuity.22.vaValue,visualAcuity.22.isFreeStimulation,visualAcuity.22.rightAnswer,visualAcuity.22.answer,visualAcuity.22.rt,visualAcuity.23.vaValue,visualAcuity.23.isFreeStimulation,visualAcuity.23.rightAnswer,visualAcuity.23.answer,visualAcuity.23.rt,visualAcuity.24.vaValue,visualAcuity.24.isFreeStimulation,visualAcuity.24.rightAnswer,visualAcuity.24.answer,visualAcuity.24.rt,visualAcuity.25.vaValue,visualAcuity.25.isFreeStimulation,visualAcuity.25.rightAnswer,visualAcuity.25.answer,visualAcuity.25.rt,0.Numerosity.0.rightAnswer,0.Numerosity.0.answer,0.Numerosity.0.rt,0.Numerosity.1.rightAnswer,0.Numerosity.1.answer,0.Numerosity.1.rt,0.Numerosity.2.rightAnswer,0.Numerosity.2.answer,0.Numerosity.2.rt,0.Numerosity.3.rightAnswer,0.Numerosity.3.answer,0.Numerosity.3.rt,0.Numerosity.4.rightAnswer,0.Numerosity.4.answer,0.Numerosity.4.rt,0.Numerosity.5.rightAnswer,0.Numerosity.5.answer,0.Numerosity.5.rt,0.Numerosity.6.rightAnswer,0.Numerosity.6.answer,0.Numerosity.6.rt,0.Numerosity.7.rightAnswer,0.Numerosity.7.answer,0.Numerosity.7.rt,0.Numerosity.8.rightAnswer,0.Numerosity.8.answer,0.Numerosity.8.rt,0.Numerosity.9.rightAnswer,0.Numerosity.9.answer,0.Numerosity.9.rt,0.Numerosity.10.rightAnswer,0.Numerosity.10.answer,0.Numerosity.10.rt,0.Numerosity.11.rightAnswer,0.Numerosity.11.answer,0.Numerosity.11.rt,0.Numerosity.12.rightAnswer,0.Numerosity.12.answer,0.Numerosity.12.rt,0.Numerosity.13.rightAnswer,0.Numerosity.13.answer,0.Numerosity.13.rt,0.Numerosity.14.rightAnswer,0.Numerosity.14.answer,0.Numerosity.14.rt,0.Numerosity.15.rightAnswer,0.Numerosity.15.answer,0.Numerosity.15.rt,0.Numerosity.16.rightAnswer,0.Numerosity.16.answer,0.Numerosity.16.rt,0.Numerosity.17.rightAnswer,0.Numerosity.17.answer,0.Numerosity.17.rt,0.Numerosity.18.rightAnswer,0.Numerosity.18.answer,0.Numerosity.18.rt,0.Numerosity.19.rightAnswer,0.Numerosity.19.answer,0.Numerosity.19.rt,0.Numerosity.20.rightAnswer,0.Numerosity.20.answer,0.Numerosity.20.rt,0.Numerosity.21.rightAnswer,0.Numerosity.21.answer,0.Numerosity.21.rt,0.Numerosity.22.rightAnswer,0.Numerosity.22.answer,0.Numerosity.22.rt,0.Numerosity.23.rightAnswer,0.Numerosity.23.answer,0.Numerosity.23.rt,1.Line Length.0.rightAnswer,1.Line Length.0.answer,1.Line Length.0.rt,1.Line Length.1.rightAnswer,1.Line Length.1.answer,1.Line Length.1.rt,1.Line Length.2.rightAnswer,1.Line Length.2.answer,1.Line Length.2.rt,1.Line Length.3.rightAnswer,1.Line Length.3.answer,1.Line Length.3.rt,1.Line Length.4.rightAnswer,1.Line Length.4.answer,1.Line Length.4.rt,1.Line Length.5.rightAnswer,1.Line Length.5.answer,1.Line Length.5.rt,1.Line Length.6.rightAnswer,1.Line Length.6.answer,1.Line Length.6.rt,1.Line Length.7.rightAnswer,1.Line Length.7.answer,1.Line Length.7.rt,1.Line Length.8.rightAnswer,1.Line Length.8.answer,1.Line Length.8.rt,1.Line Length.9.rightAnswer,1.Line Length.9.answer,1.Line Length.9.rt,1.Line Length.10.rightAnswer,1.Line Length.10.answer,1.Line Length.10.rt,1.Line Length.11.rightAnswer,1.Line Length.11.answer,1.Line Length.11.rt,1.Line Length.12.rightAnswer,1.Line Length.12.answer,1.Line Length.12.rt,1.Line Length.13.rightAnswer,1.Line Length.13.answer,1.Line Length.13.rt,1.Line Length.14.rightAnswer,1.Line Length.14.answer,1.Line Length.14.rt,1.Line Length.15.rightAnswer,1.Line Length.15.answer,1.Line Length.15.rt,1.Line Length.16.rightAnswer,1.Line Length.16.answer,1.Line Length.16.rt,1.Line Length.17.rightAnswer,1.Line Length.17.answer,1.Line Length.17.rt,1.Line Length.18.rightAnswer,1.Line Length.18.answer,1.Line Length.18.rt,1.Line Length.19.rightAnswer,1.Line Length.19.answer,1.Line Length.19.rt,1.Line Length.20.rightAnswer,1.Line Length.20.answer,1.Line Length.20.rt,1.Line Length.21.rightAnswer,1.Line Length.21.answer,1.Line Length.21.rt,1.Line Length.22.rightAnswer,1.Line Length.22.answer,1.Line Length.22.rt,1.Line Length.23.rightAnswer,1.Line Length.23.answer,1.Line Length.23.rt,2.Biological Motion.0.rightAnswer,2.Biological Motion.0.answer,2.Biological Motion.0.rt,2.Biological Motion.1.rightAnswer,2.Biological Motion.1.answer,2.Biological Motion.1.rt,2.Biological Motion.2.rightAnswer,2.Biological Motion.2.answer,2.Biological Motion.2.rt,2.Biological Motion.3.rightAnswer,2.Biological Motion.3.answer,2.Biological Motion.3.rt,2.Biological Motion.4.rightAnswer,2.Biological Motion.4.answer,2.Biological Motion.4.rt,2.Biological Motion.5.rightAnswer,2.Biological Motion.5.answer,2.Biological Motion.5.rt,2.Biological Motion.6.rightAnswer,2.Biological Motion.6.answer,2.Biological Motion.6.rt,2.Biological Motion.7.rightAnswer,2.Biological Motion.7.answer,2.Biological Motion.7.rt,2.Biological Motion.8.rightAnswer,2.Biological Motion.8.answer,2.Biological Motion.8.rt,2.Biological Motion.9.rightAnswer,2.Biological Motion.9.answer,2.Biological Motion.9.rt,2.Biological Motion.10.rightAnswer,2.Biological Motion.10.answer,2.Biological Motion.10.rt,2.Biological Motion.11.rightAnswer,2.Biological Motion.11.answer,2.Biological Motion.11.rt,2.Biological Motion.12.rightAnswer,2.Biological Motion.12.answer,2.Biological Motion.12.rt,2.Biological Motion.13.rightAnswer,2.Biological Motion.13.answer,2.Biological Motion.13.rt,2.Biological Motion.14.rightAnswer,2.Biological Motion.14.answer,2.Biological Motion.14.rt,2.Biological Motion.15.rightAnswer,2.Biological Motion.15.answer,2.Biological Motion.15.rt,2.Biological Motion.16.rightAnswer,2.Biological Motion.16.answer,2.Biological Motion.16.rt,2.Biological Motion.17.rightAnswer,2.Biological Motion.17.answer,2.Biological Motion.17.rt,2.Biological Motion.18.rightAnswer,2.Biological Motion.18.answer,2.Biological Motion.18.rt,2.Biological Motion.19.rightAnswer,2.Biological Motion.19.answer,2.Biological Motion.19.rt,2.Biological Motion.20.rightAnswer,2.Biological Motion.20.answer,2.Biological Motion.20.rt,2.Biological Motion.21.rightAnswer,2.Biological Motion.21.answer,2.Biological Motion.21.rt,2.Biological Motion.22.rightAnswer,2.Biological Motion.22.answer,2.Biological Motion.22.rt,2.Biological Motion.23.rightAnswer,2.Biological Motion.23.answer,2.Biological Motion.23.rt,3.Mooney Image.0.rightAnswer,3.Mooney Image.0.answer,3.Mooney Image.0.rt,3.Mooney Image.1.rightAnswer,3.Mooney Image.1.answer,3.Mooney Image.1.rt,3.Mooney Image.2.rightAnswer,3.Mooney Image.2.answer,3.Mooney Image.2.rt,3.Mooney Image.3.rightAnswer,3.Mooney Image.3.answer,3.Mooney Image.3.rt,3.Mooney Image.4.rightAnswer,3.Mooney Image.4.answer,3.Mooney Image.4.rt,3.Mooney Image.5.rightAnswer,3.Mooney Image.5.answer,3.Mooney Image.5.rt,3.Mooney Image.6.rightAnswer,3.Mooney Image.6.answer,3.Mooney Image.6.rt,3.Mooney Image.7.rightAnswer,3.Mooney Image.7.answer,3.Mooney Image.7.rt,3.Mooney Image.8.rightAnswer,3.Mooney Image.8.answer,3.Mooney Image.8.rt,3.Mooney Image.9.rightAnswer,3.Mooney Image.9.answer,3.Mooney Image.9.rt,3.Mooney Image.10.rightAnswer,3.Mooney Image.10.answer,3.Mooney Image.10.rt,3.Mooney Image.11.rightAnswer,3.Mooney Image.11.answer,3.Mooney Image.11.rt,3.Mooney Image.12.rightAnswer,3.Mooney Image.12.answer,3.Mooney Image.12.rt,3.Mooney Image.13.rightAnswer,3.Mooney Image.13.answer,3.Mooney Image.13.rt,3.Mooney Image.14.rightAnswer,3.Mooney Image.14.answer,3.Mooney Image.14.rt,3.Mooney Image.15.rightAnswer,3.Mooney Image.15.answer,3.Mooney Image.15.rt,3.Mooney Image.16.rightAnswer,3.Mooney Image.16.answer,3.Mooney Image.16.rt,3.Mooney Image.17.rightAnswer,3.Mooney Image.17.answer,3.Mooney Image.17.rt,3.Mooney Image.18.rightAnswer,3.Mooney Image.18.answer,3.Mooney Image.18.rt,3.Mooney Image.19.rightAnswer,3.Mooney Image.19.answer,3.Mooney Image.19.rt,3.Mooney Image.20.rightAnswer,3.Mooney Image.20.answer,3.Mooney Image.20.rt,3.Mooney Image.21.rightAnswer,3.Mooney Image.21.answer,3.Mooney Image.21.rt,3.Mooney Image.22.rightAnswer,3.Mooney Image.22.answer,3.Mooney Image.22.rt,3.Mooney Image.23.rightAnswer,3.Mooney Image.23.answer,3.Mooney Image.23.rt,4.Keyboard Tapping.0.hand,4.Keyboard Tapping.0.answer,4.Keyboard Tapping.0.rt,4.Keyboard Tapping.1.hand,4.Keyboard Tapping.1.answer,4.Keyboard Tapping.1.rt,4.Keyboard Tapping.2.hand,4.Keyboard Tapping.2.answer,4.Keyboard Tapping.2.rt
1,1995,27,Male,FALSE,,no,642.27,0.644,627.64,0.644,0.1,FALSE,Right,Right,1060.2,0.2,FALSE,Right,Right,558.8000002,0.4,FALSE,Left,Left,554.6000004,0.6,FALSE,Up,Up,574.5999999,0.8,FALSE,Up,Up,560.2000003,0.85,FALSE,Left,Left,601.0999999,0.9,FALSE,Down,Down,559.9000001,0.8,TRUE,Up,Up,568.8000002,0.95,FALSE,Down,Down,584.3000002,1,FALSE,Left,Left,704.9000001,1,FALSE,Up,Up,633.5,1,FALSE,Down,Down,770.7999997,1,FALSE,Left,Left,741.8000002,1,FALSE,Right,Right,961.7000003,1,FALSE,Up,Up,661.0999999,1,FALSE,Down,Down,629.6999998,1,FALSE,Right,Right,772.7000003,0.9,TRUE,Left,Left,578.5,1,FALSE,Right,Right,849.2000003,1,FALSE,Left,Left,679.7999997,0.9,TRUE,Down,Down,681.6999998,1,FALSE,Right,Right,826.2999997,1,FALSE,Up,Up,657.5999999,1,FALSE,Down,Down,690.2000003,1,FALSE,Down,Down,848.4000001,1,FALSE,Up,Up,617.7999997,29,29,1658.9,15,10,1334.6,24,20,1701.1,27,15,2797.1,23,20,1074.6,20,20,2155.6,20,20,2807.7,13,10,1230.7,17,10,1348.6,26,30,1110,18,25,1787.4,28,30,2089.6,25,20,1224.1,18,20,1878.1,25,30,1379.1,9,10,1314.8,28,10,2638.5,27,10,2218.7,22,15,1238.3,27,30,937.4000001,32,40,1139.4,25,30,1085.8,22,30,943.3000002,34,30,1070,11,10,1172.1,18,15,1429.9,6,8,1277.4,16,8,852.6999998,12,10,901.1999998,17,15,2589.4,5,15,5427.5,1,2,1157.7,1,2,583.1999998,15,10,1103,12,10,790,13,10,546.3000002,8,8,1104.7,8,8,560.5999999,1,2,1051.1,9,5,1190.4,1,2,549.7000003,15,10,778.5,4,5,939.2000003,1,2,568.8000002,5,5,712.1999998,1,2,546.7000003,1,2,511.9000001,3,5,946.3000002,Random,Random,1072.9,BML,BML,921.1999998,Random,Random,1356.4,Random,Random,654.7000003,Random,Random,1336.3,BML,BML,2043.3,Random,Random,1242.8,Random,Random,722.9000001,Random,Random,992.9000001,Random,Random,737.1000004,Random,Random,761,BML,BML,1626,BML,BML,787.4000001,BML,BML,1601.1,BML,BML,796.5999999,Random,Random,928.0999999,BML,BML,1461.3,BML,BML,1255.2,Random,Random,802,BML,BML,1559.8,Random,Random,841.4000001,BML,BML,1042.1,Random,Random,687,BML,BML,687.3999996,I,U,1118,I,U,1414.4,U,U,995.9000001,S,U,1020.1,U,U,775.9000001,I,U,958,S,S,696.0999999,S,S,1147.1,I,U,993.6999998,S,S,650.8000002,S,S,674.5,I,U,1715.9,I,U,1423.2,S,U,1655.5,U,U,894.5999999,U,U,1411.5,I,U,1106.9,U,U,850.5999999,S,S,870.5999999,S,S,2108.6,S,S,832.9000001,S,S,806.6999998,I,S,799.0999999,S,S,762.5999999,Both,kskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskssksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksk,29060.9,Right,ksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksk,29039.3,Left,ksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksks,29034.1
2,1996,26,Female,FALSE,,no,536.22,0.714,455.34,0.786,0.1,FALSE,Down,Down,1431.2,0.2,FALSE,Left,Left,596.1,0.4,FALSE,Down,Down,693.6,0.6,FALSE,Up,Up,668.9,0.8,FALSE,Left,Left,653.5,0.85,FALSE,Up,Up,650.8,0.9,FALSE,Right,Right,630.3000001,0.95,FALSE,Down,Down,628.7,1,FALSE,Down,Down,749.4,1,FALSE,Left,Left,620.6,1,FALSE,Right,Right,654.1999999,1,FALSE,Left,Left,700.4,1,FALSE,Up,Up,573,1,FALSE,Right,Right,645,1,FALSE,Up,Up,653.2,1,FALSE,Left,Left,638,1,FALSE,Up,Up,725.9,1,FALSE,Up,Up,868.5,1,FALSE,Left,Left,679.4,1,FALSE,Right,Right,693.2,1,FALSE,Right,Right,621.1999999,0.9,TRUE,Up,Up,654.6999999,1,FALSE,Up,Up,774.1,0.9,TRUE,Left,Left,612.8,0.8,TRUE,Right,Right,688.3,0.95,FALSE,Down,Down,703.8000001,29,18,1293.6,15,10,1997.1,24,12,1228.4,27,15,1382.4,23,14,1368,20,12,1158,20,10,1646.6,13,8,1089,17,10,1381.2,26,13,1553.4,18,10,1417.2,28,16,1415.5,25,17,1708.4,18,15,1187.1,25,14,1254.5,9,10,2878.7,28,12,1464.3,27,12,1252,22,15,1337.4,27,15,1088.6,32,16,1277.2,25,10,1652.1,22,10,1831.2,34,12,1813.3,11,12,1826.6,18,20,1433.9,6,4,1241.2,16,12,1978,12,13,1442.3,17,20,1210.8,5,4,1008.6,1,1,737.3,1,1,638.2,15,20,1155.6,12,6,2423.5,13,7,1035.2,8,5,971.4,8,4,911,1,1,694.4,9,6,828.5,1,1,613.5,15,10,1667.7,4,5,1097.7,1,1,636.6,5,4,930.6,1,1,714.4,1,1,787.3,3,3,840.9000001,Random,Random,862.8,BML,BML,1082.7,Random,Random,1179.4,Random,Random,2109.2,Random,Random,1179.7,BML,BML,1592.8,Random,Random,1119.3,Random,Random,819.7,Random,BML,1081.2,Random,Random,1356.5,Random,Random,1420.6,BML,BML,1224.2,BML,BML,1164.9,BML,Random,1021.9,BML,BML,1360.4,Random,Random,910.8,BML,BML,1193.4,BML,BML,1274.4,Random,Random,891.5999999,BML,BML,1079.1,Random,Random,1248.2,BML,BML,1107.5,Random,Random,1029.1,BML,BML,1359.4,I,S,1184.9,I,S,1131.1,U,U,1177.8,S,U,1472.3,U,U,950.9,I,S,1400.2,S,S,989.8,S,S,1159,I,S,1078.4,S,S,1038.8,S,S,1069.7,I,U,1036.9,I,U,1215.9,S,S,968.1,U,U,1204.3,U,U,1098.1,I,S,1138.7,U,U,1106.2,S,S,1228.6,S,S,1099.8,S,S,1227.5,S,S,879.5999999,I,S,1513.7,S,S,910.6,Both,skskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskskksskskskskskskskskskskskskskskskskskskskskskskks,29016.6,Right,ksksksksksksksksksksksksksksksksksksksksksksksksksksksksksjksksksksksksksksksksksksksksksls,29042.2,Left,ksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksksk,29015.7
